timestamp,vehicle/a_ego,vehicle/acc_status,vehicle/brake,vehicle/brake_pressed,vehicle/cruise_accel,vehicle/cruise_available,vehicle/cruise_cancel,vehicle/cruise_decel,vehicle/cruise_engaged,vehicle/cruise_gap,vehicle/cruise_main,vehicle/cruise_resume,vehicle/cruise_set,vehicle/gas,vehicle/gas_pressed,vehicle/gear,vehicle/interval_ms,vehicle/lag_ms,vehicle/standstill,vehicle/steering_angle_deg,vehicle/steering_pressed,vehicle/steering_rate_deg,vehicle/steering_torque,vehicle/v_ego,vehicle/v_ego_raw,vehicle/wheel_fl,vehicle/wheel_fr,vehicle/wheel_rl,vehicle/wheel_rr,vehicle/yaw_rate,vehicle/zmq_interval_ms,vehicle/zmq_timestamp,sensors/imu/accel_x,sensors/imu/accel_y,sensors/imu/accel_z,sensors/imu/accuracy,sensors/imu/gyro_x,sensors/imu/gyro_y,sensors/imu/gyro_z,sensors/imu/interval_ms,sensors/imu/lag_ms,sensors/imu/mag_x,sensors/imu/mag_y,sensors/imu/mag_z,sensors/imu/temperature,sensors/imu/zmq_interval_ms,sensors/imu/zmq_timestamp,panda/alt_exp,panda/controls_allowed,panda/current_ma,panda/fault_status,panda/faults,panda/heartbeat_lost,panda/ignition_can,panda/ignition_line,panda/interval_ms,panda/lag_ms,panda/power_save,panda/safety_mode,panda/safety_param,panda/tx_blocked,panda/voltage_mv,panda/zmq_interval_ms,panda/zmq_timestamp,gps/data/alt,gps/data/bearing,gps/data/interval_ms,gps/data/lag_ms,gps/data/lat,gps/data/lon,gps/data/speed,gps/data/zmq_interval_ms,gps/data/zmq_timestamp,gps/location/alt,gps/location/bearing,gps/location/fix,gps/location/h_acc,gps/location/hdop,gps/location/interval_ms,gps/location/lag_ms,gps/location/lat,gps/location/lon,gps/location/sats,gps/location/speed,gps/location/v_acc,gps/location/vdop,gps/location/x,gps/location/y,gps/location/zmq_interval_ms,gps/location/zmq_timestamp,vision/lanes/frame_id,vision/lanes/interval_ms,vision/lanes/lag_ms,vision/lanes/left_far/prob,vision/lanes/left_far/y10,vision/lanes/left_far/y20,vision/lanes/left_far/y30,vision/lanes/left_near/prob,vision/lanes/left_near/y10,vision/lanes/left_near/y20,vision/lanes/left_near/y30,vision/lanes/mid_y20,vision/lanes/n_x,vision/lanes/right_far/prob,vision/lanes/right_far/y10,vision/lanes/right_far/y20,vision/lanes/right_far/y30,vision/lanes/right_near/prob,vision/lanes/right_near/y10,vision/lanes/right_near/y20,vision/lanes/right_near/y30,vision/lanes/zmq_interval_ms,vision/lanes/zmq_timestamp,camera/intrinsics/cx,camera/intrinsics/cy,camera/intrinsics/focal_px,camera/intrinsics/fx,camera/intrinsics/fy,camera/intrinsics/height,camera/intrinsics/lag_ms,camera/intrinsics/width,camera/intrinsics/zmq_timestamp,can/rx/interval_ms,can/rx/lag_ms,can/rx/n_frames,can/rx/zmq_interval_ms,can/rx/zmq_timestamp
0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,68,50,0.099
0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.455537796020508,-0.02512463741004467,0.031106693670153618,0,0.04291202127933502,-0.003359660040587187,0.025502873584628105,76,0,-49.629600524902344,-2.122799873352051,-18.666000366210938,0.0,76,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476,120,0,0.10291709005832672,-2.269731044769287,-2.520432472229004,-3.141395092010498,0.03488492593169212,1.6979070901870728,1.6919879913330078,1.6355023384094238,1.2140017747879028,33,0.685941219329834,-1.0837633609771729,-0.9847575426101685,-0.6499686241149902,0.8732771873474121,0.4907503128051758,0.7360155582427979,1.0243990421295166,120,0.143,,,,,,,,,,,,,,
0.149,-0.197906494140625,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.08799999952316284,1,8,50,0,0,-1.7999999523162842,0,5.0,44.0,10.455729484558105,10.455729484558105,10.46875,10.447916984558105,10.456250190734863,10.449999809265137,-0.003839724464341998,50,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,72,50,0.149
0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,100,0,0,15,0,0,13257,100,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.223134994506836,0.04666004329919815,-0.6176473498344421,0,-0.021226942539215088,0.024128466844558716,-0.014813045971095562,54,0,-49.67839813232422,-2.086199998855591,-18.678199768066406,0.0,54,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,70,50,0.199
0.2,0.08333206176757812,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.09600000083446503,1,8,51,0,0,-1.2999999523162842,0,10.0,65.0,10.444271087646484,10.444271087646484,10.46875,10.46875,10.425000190734863,10.414583206176758,-0.0026179938577115536,51,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.249,0.4166603088378906,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.1080000028014183,1,8,49,0,0,-0.699999988079071,0,10.0,72.0,10.464583396911621,10.464583396911621,10.466666221618652,10.502083778381348,10.433333396911621,10.456250190734863,-0.005410520825535059,49,0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,70,50,0.249
0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,101,0,0,15,0,0,13425,101,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477,109,0,0.1164102628827095,-2.284424304962158,-2.529330015182495,-3.155412435531616,0.03879866376519203,1.7122682332992554,1.6828070878982544,1.5952999591827393,1.1451905965805054,33,0.6297791600227356,-1.17599618434906,-1.0505415201187134,-0.6901587247848511,0.853725790977478,0.3686410188674927,0.6075741052627563,0.9035682082176208,109,0.252,,,,,,,,,,,,,,
0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.746265411376953,-0.30179476737976074,-0.19621145725250244,0,-0.043828289955854416,0.01435491070151329,0.009009997360408306,70,0,-49.7515983581543,-2.208199977874756,-19.28820037841797,0.0,70,0.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.299,-0.4062461853027344,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.11599999666213989,1,8,50,0,0,-0.20000000298023224,0,0.0,70.0,10.450520515441895,10.450520515441895,10.479166984558105,10.433333396911621,10.433333396911621,10.456250190734863,-0.0027925267349928617,50,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,70,50,0.299
0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.72114086151123,0.47527438402175903,0.14715859293937683,0,0.006261184345930815,0.007635590620338917,0.004123218823224306,65,0,-49.70280075073242,-2.0983998775482178,-18.59280014038086,0.0,65,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.349,0.10416030883789062,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.11999999731779099,1,8,50,0,0,0.0,0,0.0,70.0,10.448958396911621,10.448958396911621,10.447916984558105,10.443750381469727,10.420833587646484,10.483333587646484,0.0005235987482592463,50,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,72,50,0.349
0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,99,0,0,15,0,0,13036,99,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478,122,0,0.09722821414470673,-2.228633165359497,-2.4652819633483887,-3.0900137424468994,0.03257004916667938,1.7374786138534546,1.7354302406311035,1.6956863403320312,1.2033107280731201,33,0.7079216837882996,-1.185827374458313,-1.0797468423843384,-0.7377921342849731,0.8818722367286682,0.43880176544189453,0.6711912155151367,0.9511527419090271,122,0.374,,,,,,,,,,,,,,
0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.176076889038086,0.4298107624053955,0.12801600992679596,0,-0.013896775431931019,0.0009162708884105086,-0.005650337319821119,56,0,-49.763797760009766,-2.0739998817443848,-18.604999542236328,0.0,56,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.399,-0.14583587646484375,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.12399999797344208,1,8,50,0,0,0.10000000149011612,0,0.0,66.0,10.4609375,10.4609375,10.491666793823242,10.489583015441895,10.414583206176758,10.447916984558105,0.001745329238474369,50,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,68,50,0.399
0.449,-0.20833969116210938,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.12800000607967377,1,8,50,0,0,0.20000000298023224,0,0.0,69.0,10.447395324707031,10.447395324707031,10.46875,10.46875,10.425000190734863,10.427083015441895,0.0005235987482592463,50,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,72,50,0.449
0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,101,0,0,15,0,0,13230,101,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.851848602294922,1.0630114078521729,0.20578274130821228,0,0.023364907130599022,-0.008857285603880882,0.0035123717971146107,76,0,-49.70280075073242,-1.9886000156402588,-18.93440055847168,0.0,76,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.499,0.3854179382324219,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.12800000607967377,1,8,50,0,0,0.30000001192092896,0,0.0,73.0,10.470312118530273,10.470312118530273,10.466666221618652,10.462499618530273,10.427083015441895,10.524999618530273,0.0026179938577115536,50,0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479,125,0,0.08478175103664398,-2.3215789794921875,-2.5626320838928223,-3.199054718017578,0.02763514034450054,1.6571002006530762,1.6244218349456787,1.5466225147247314,1.1948719024658203,33,0.6522702574729919,-1.1074687242507935,-1.021044373512268,-0.6953312158584595,0.8545849919319153,0.5381423234939575,0.7653219699859619,1.0420377254486084,125,0.499,,,,,,,,,,,,,,
0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,70,50,0.499
0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.844670295715332,0.33050861954689026,-0.5673980712890625,0,0.019088976085186005,-0.019241688773036003,0.032222192734479904,57,0,-49.61739730834961,-2.256999969482422,-19.105199813842773,0.0,57,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.549,-0.4062461853027344,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.12800000607967377,1,8,50,0,0,0.5,0,0.0,80.0,10.444791793823242,10.444791793823242,10.449999809265137,10.466666221618652,10.447916984558105,10.414583206176758,0.004014257341623306,50,0.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,70,50,0.549
0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,100,0,0,15,0,0,13080,100,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.338788032531738,0.3436691462993622,-0.15912270545959473,0,-0.03588727489113808,-0.009468132629990578,0.031000498682260513,67,0,-49.86140060424805,-2.330199956893921,-19.47119903564453,0.0,67,0.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,70,50,0.599
0.6,-0.052089691162109375,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.13199999928474426,1,8,51,0,0,0.8999999761581421,1,0.0,98.0,10.440625190734863,10.440625190734863,10.456250190734863,10.479166984558105,10.379166603088379,10.447916984558105,0.00593411922454834,51,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480,116,0,0.09778478741645813,-2.320366621017456,-2.562495231628418,-3.179964065551758,0.03441452607512474,1.6456882953643799,1.6196982860565186,1.5579952001571655,1.1990817785263062,33,0.7648922204971313,-0.985710620880127,-0.9194598197937012,-0.6187256574630737,0.9055023193359375,0.5416489839553833,0.7784652709960938,1.0592303276062012,116,0.615,,,,,,,,,,,,,,
0.649,0.3958320617675781,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.13199999928474426,1,8,49,0,0,1.399999976158142,1,5.0,98.0,10.452604293823242,10.452604293823242,10.489583015441895,10.427083015441895,10.425000190734863,10.46875,0.0045378562062978745,49,0.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,72,50,0.649
0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,99,0,0,15,0,0,13089,99,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.824331283569336,0.08135596662759781,-0.4166502356529236,0,0.001374406274408102,0.004581354558467865,0.0010689827613532543,66,0,-50.129798889160156,-2.208199977874756,-18.970998764038086,0.0,66,0.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,68,50,0.699
0.7,-0.32291412353515625,2,-4.440891999238953e-18,0,0,1,0,0,0,0,0,0,0,0.13199999928474426,1,8,51,0,0,1.7999999523162842,1,0.0,115.0,10.451042175292969,10.451042175292969,10.46875,10.447916984558105,10.439583778381348,10.447916984558105,0.0036651913542300463,51,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
